,Sentence,Sentiment,target,cleaned_text
831,The measures result from weak demand in the shipbuilding industry .,negative,-1,measure result weak demand shipbuilding industry
832,"May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland .",neutral,0,29 2010 CompaniesandMarkets.com deliver Newstex report provide key datum information meat fish poultry market Finland
833,"In addition to the demand in Finland , the export of lining stone products also increased .",positive,1,addition demand Finland export line stone product increase
834,The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,negative,-1,current reference grade instrument challenge operate high price complexity routine use
835,`` They 've already allocated money for the inventory .,neutral,0,` ` ve allocate money inventory
836,"A total of 131000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between May 1 , 2010 and June 30 , 2010 under the company 's stock option rights 2007A .",neutral,0,total 131000 Talvivaara Mining Company Plc new share subscribe period 1 2010 June 30 2010 company stock option right 2007A
837,EUR/USD Finding Support Near 1.10 Level $ERO $UUP $UDN $FXE  http://stks.co/b29eU,positive,1,EUR USD Finding Support near 1.10 Level $ ERO $ UUP $ UDN $ FXE http://stks.co/b29eu
838,The annual value of the contracts is estimated at USD 2mn over the next three years .,neutral,0,annual value contract estimate usd 2mn year
839,"In addition , we will launch a versatile online service to complete the traditional printed newspaper , Mr. Valkama says .",neutral,0,addition launch versatile online service complete traditional print newspaper Mr. Valkama say
840,"The company said that the operations will be sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner .",neutral,0,company say operation sell newly establish company CPS GmbH present management plastic business co owner
841,Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,neutral,0,finnish metal product company Componenta Oyj net profit go slightly down 25.1 mln euro $ 40.2 mln half 2008 25.4 mln euro $ 40.7 mln same period 2007
842,MarketsBP promotes upstream boss to deputy CEO,neutral,0,MarketsBP promote upstream boss deputy ceo
843,"Britain's FTSE bounces back, Mondi and Barratt lead",positive,1,Britain FTSE bounce Mondi Barratt lead
844,"Loudeye Corp. , up $ 2.56 at $ 4.33 Nokia Corp. , down 10 cents at $ 19.46 Nokia agreed to buy the digital music distributor for $ 60 million .",neutral,0,Loudeye Corp. $ 2.56 $ 4.33 Nokia Corp. down 10 cent $ 19.46 Nokia agree buy digital music distributor $ 60 million
845,"Ragutis , controlled by the Finnish brewery Olvi , achieved a 5.7 percent rise in beer sales to 22.6 million liters and held a 10.75 percent market share .",positive,1,Ragutis control finnish brewery Olvi achieve 5.7 percent rise beer sale 22.6 million liter hold 10.75 percent market share
846,Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,negative,-1,Finnair say cancellation flight cause daily loss x20ac 2.5 million us$ 3 million
847,The energy sector accounted for approximately 33 % and the steel industry for about 57 % of the transportation volume .,neutral,0,energy sector account approximately 33 steel industry 57 transportation volume
848,"The 5,000 megawatt wind farm being planned in Raahe would be built offshore in front of Ruukki 's Raahe Works .",neutral,0,"5,000 megawatt wind farm plan Raahe build offshore Ruukki Raahe Works"
849,"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",positive,1,australian company Mirabela Nickel award Outokumpu Technology contract grind technology nickel sulfide project Bahia State Brazil
850,"Standard Chartered, RBS Escape Capital Raising in Stress Test",positive,1,Standard Chartered RBS Escape Capital Raising Stress Test
851,"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team .",negative,-1,operate profit half 0.8 m down 0.9 m Glisten invest brand management team
852,The expansion is to be finalized in the autumn of 2009 .,neutral,0,expansion finalize autumn 2009
853,"Finnish Konecranes is again trying to acquire Italian Fantuzzi , a manufacturer of gantry cranes and reach stackers .",neutral,0,finnish Konecranes try acquire italian Fantuzzi manufacturer gantry crane reach stacker
854,"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place .",neutral,0,1 p.m. central office Nordea Bank 19 3 ya ulitsa Yamskogo Polya building 1 telephone 495 777 34 77 ext 3932 3931 03.02.2011 Unimilk EGM 03 04 .02.2011 XVI international business summit Food Business Russia 2011 place
855,"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a",negative,-1,adpnews Feb 3 2010 Finland base steel maker Rautaruukki Oyj HEL RTRKS Ruukki say today slip large expect pretax loss EUR 46 million usd 64.5 m fourth quarter 2009
856,The company expects its net sales in 2008 to increase 5-10 % from 2007 .,positive,1,company expect net sale 2008 increase 5 10 2007
857,"About 72 % of Evraz Group shares are owned by Lanebrook , whose beneficiaries , on the one hand , are Millhouse , the holding company for the assets of billionaire Roman Abramovich and his business partners 50 % ; and Evraz executives Alexander Abramov and Alexander Frolov 50 % , on the other .",neutral,0,72 Evraz Group share own Lanebrook beneficiary hand Millhouse hold company asset billionaire Roman Abramovich business partner 50 Evraz executive Alexander Abramov Alexander Frolov 50
858,"`` The margarine business has been put into good shape in the last two years , making it a natural addition to Bunge , which is looking to leverage its position in the Central and Northern European markets , '' Raisio CEO Matti Rihko said in a statement .",positive,1,` ` margarine business good shape year make natural addition Bunge look leverage position central northern european market Raisio CEO Matti Rihko say statement
859,"The most loyal customers were found in the Bank of +àland , with an index of 8.0 .",positive,1,loyal customer find Bank + àland index 8.0
860,Tesco breaks its downward slide by cutting sales decline in half,positive,1,Tesco break downward slide cut sale decline half
861,Eriikka S+Âderstr+Âm has previously held several positions in finance and control at Nokia Networks including acting as the Business Group Controller and having the corporate controller position at Nokia Siemens Networks .,neutral,0,Eriikka s+âderstr+âm previously hold position finance control Nokia Networks include act Business Group Controller have corporate controller position Nokia Siemens Networks
862,No pricing details were disclosed .,neutral,0,pricing detail disclose
863,long $AAPL,positive,1,long $ aapl
864,Salonen added that data shows producers ' pulp inventories in North America are declining . ',neutral,0,Salonen add datum show producer pulp inventory North America decline
865,"Finnish IT consultancy Satama Interactive Oyj posted a net profit of 1.4 mln euro $ 2.0 mln for the first nine months of 2007 , compared to a net loss of 462,000 euro $ 664,000 for the same period of 2006 .",positive,1,"finnish consultancy Satama Interactive Oyj post net profit 1.4 mln euro $ 2.0 mln month 2007 compare net loss 462,000 euro $ 664,000 same period 2006"
866,"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height .",neutral,0,consist seven interconnect unit Mega Image logistic center 347 metre length 12 metre height
867,Tesco PLC's Recovery Continues With A Â£250m Cash Infusion,positive,1,Tesco PLC recovery continue Â£250 m Cash infusion
868,"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus .",neutral,0,"kesko 2,000 store engage chain operation nordic baltic country Russia Belarus"
869,Is Trouble Brewing At Legal & General Group Plc And Aviva plc?,negative,-1,trouble Brewing Legal General Group Plc Aviva plc
870,"Helsinki-based Componenta bought Turkish listed company Doktas in October 2006 for 89 million euros , making it the largest Finnish investment in Turkey to date .",neutral,0,Helsinki base Componenta buy turkish list company Doktas October 2006 89 million euro make large finnish investment Turkey date
871,The ECB can mainly target inflation .,neutral,0,ECB mainly target inflation
872,"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .",negative,-1,operate profit total EUR 3.8 mn down EUR 4.5 mn corresponding period 2005
873,The group said it intends to initiate within this year the process of buyout of minority shareholders of Ragutis with the aim of becoming the sole owner of the company .,neutral,0,group say intend initiate year process buyout minority shareholder Ragutis aim sole owner company
