,label,text,target,cleaned_text
662,positive,"According to Sepp+Ænen , the new technology UMTS900 solution network building costs are by one-third lower than that of the building of 3.5 G networks , operating at 2,100 MHz frequency .",1,"accord Sepp+Ænen new technology UMTS900 solution network building cost low building 3.5 g network operate 2,100 mhz frequency"
663,positive,The costs of the new ropax vessels are 30 % lower than those of the present ones .,1,cost new ropax vessel 30 low present one
664,neutral,The last job losses related to these reductions will take place during 2010 .,0,job loss relate reduction place 2010
665,positive,The program 's target is structural cost reductions of about EUR 30mn in 2009 .,1,program target structural cost reduction EUR 30mn 2009
666,neutral,"The third quarter result also includes a 400,000 euro ( $ 575,000 ) provision for down-sizing of lure manufacturing in Ireland .",0,"quarter result include 400,000 euro $ 575,000 provision down sizing lure manufacturing Ireland"
667,positive,UPM-Kymmene is working closely with its shipping agents to reduce fuel consumption and greenhouse gas emissions .,1,UPM Kymmene work closely shipping agent reduce fuel consumption greenhouse gas emission
668,negative,"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",-1,2009 3 February 2010 finland base steel maker Rautaruukki Oyj HEL RTRKS Ruukki say today slip large expect pretax loss EUR46 m fourth quarter 2009 year early profit EUR45 m
669,negative,"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a",-1,adpnews Feb 3 2010 Finland base steel maker Rautaruukki Oyj HEL RTRKS Ruukki say today slip large expect pretax loss EUR 46 million usd 64.5 m fourth quarter 2009
670,negative,"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .",-1,result taxis decrease nearly EUR 14.5 mn compare nearly EUR 20mn previous accounting period
671,negative,The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,-1,company slip operating loss EUR 2.6 million profit EUR 1.3 million
672,negative,23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year .,-1,23 April 2010 finnish construction engineering company Outotec Oyj HEL ote1v say today slip net loss EUR7 .3 m quarter 2010 net profit EUR12 .5 m corresponding period year
673,negative,Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,-1,Cramo slip pretax loss EUR 6.7 million pretax profit EUR 58.9 million
674,negative,"Finnish IT solutions provider Affecto Oyj HEL : AFE1V said today its slipped to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the corresponding period a year earlier .",-1,"finnish solution provider Affecto Oyj HEL afe1v say today slip net loss EUR 115,000 usd 152,000 second quarter 2010 profit EUR 845,000 corresponding period year early"
675,negative,"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",-1,2009 Comptel slip net loss EUR2 .1 m profit EUR6 .6 m previous year
676,negative,"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",-1,q2 2009 profit taxis amount EUR 13.6 mn down EUR 26.8 mn Q2 2008
677,negative,"ADPnews - Feb 5 , 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .",-1,ADPnews Feb 5 2010 finnish real estate investor Sponda Oyj HEL SDA1V say today slip net loss EUR 81.5 million usd 11.8 m 2009 profit EUR 29.3 million 2008
678,negative,"ADPnews - Jul 17 , 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS said today it slipped to a net loss of EUR 184 million USD 259.7 m for the first half of 2009 from a net profit of EUR 2",-1,ADPnews Jul 17 2009 finland base steel maker Rautaruukki Oyj Ruukki HEL RTRKS say today slip net loss EUR 184 million usd 259.7 m half 2009 net profit EUR 2
679,negative,"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago .",-1,profit taxis amount EUR 56.5 mn down EUR 232.9 mn year ago
680,negative,"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",-1,profit taxis decrease 9 EUR 187.8 mn month 2008 compare EUR 207.1 mn year early
681,negative,Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,-1,profit taxis decrease EUR 31.6 mn EUR 50.0 mn year
682,negative,"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .",-1,profit taxis EUR 4.0 mn down EUR 4.9 mn
683,negative,"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .",-1,company profit taxis fall EUR 21.1 mn quarter 2008 compare EUR 35.8 mn corresponding period 2007
684,neutral,"A state program has been worked out , legal provisions have been developed , and rules and normative documents have been specified for the functioning of a technological park .",0,state program work legal provision develop rule normative document specify functioning technological park
685,positive,"In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 .",1,August October 2010 company result taxis total EUR 9.6 mn EUR 0.5 mn corresponding period 2009
686,positive,Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .,1,Finnish Bore own Rettig family grow recently acquisition small shipping company
687,positive,The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis .,1,plan estimate generate EUR 5 million usd 6.5 m cost saving annual basis
688,positive,"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 .",1,finnish pharmaceutical company Orion report profit taxis EUR 70.0 mn quarter 2010 EUR 54.9 mn corresponding period 2009
689,positive,"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 .",1,Finnish Sampo Bank Danish Danske Bank group report profit taxis EUR 152.3 mn 2010 EUR 32.7 mn 2009
690,positive,"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",1,profit taxis period EUR0 .9 m EUR0 .01 m year
691,positive,"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .",1,profit taxis EUR 5.4 mn EUR 3.6 mn year early
692,negative,Also construction expenses have gone up in Russia .,-1,construction expense go Russia
693,neutral,"Neste Oil said it will build a biodiesel production facility in Rotterdam , the Netherlands , at an estimated cost of 670 million euros , naming France-based Technip as the project 's main contractor .",0,Neste Oil say build biodiesel production facility Rotterdam Netherlands estimate cost 670 million euro name France base Technip project main contractor
694,neutral,The European Central Bank ECB is anticipated to raise its benchmark interest rate in the second half of 2011 at the earliest .,0,European Central Bank ECB anticipate raise benchmark interest rate second half 2011 early
695,negative,11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .,-1,11 August 2010 finnish measure equipment maker Vaisala Oyj HEL VAIAS say today net loss widen EUR4 .8 m half 2010 EUR2 .3 m corresponding period year early
696,negative,"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",-1,"finnish power supply solution system provider Efore Oyj say net loss widen 3.2 mln euro $ 4.2 mln quarter fiscal 2006 2007 end October 31 2007 900,000 euro $ 1.2 mln same period fiscal 2005 06"
